id,level,source_page,section,entry_type,word,article,plural,word_type,verb_present,verb_perfect,translation_en,translation_tr,translation_ru,translation_uk,translation_fa,translation_ar,difficulty,category_id,example_de
142,A2,6,laender,sub,Europäerin,die,-nen,Noun,,,European (female),Avrupalı (kadın),европейка (жен.),європейка,اروپایی (زن),أوروبية (مؤنث),7,20,Die Europäerin reist ohne Visum durch die EU.
143,A2,6,laender,sub,europäisch,,,Adjective,,,European,Avrupa'ya ait,европейский,європейський,اروپایی,أوروبي,7,20,Wir haben viele europäische Nachbarn.
144,A2,6,waehrungen,section_title,Währung,die,-en,Noun,,,currency,para birimi,валюта,валюта,واحد پول / ارز,عملة,8,12,Der Euro ist die Währung in Deutschland.
145,A2,6,masse,section_title,Maß,das,-e,Noun,,,unit of measurement,ölçü birimi,единица измерения,одиниця виміру,واحد اندازه‌گیری,وحدة قياس,4,1,Ein Meter ist ein Maß für die Länge.
146,A2,6,waehrungen,main,Euro,der,,Noun,,,euro,euro,евро,євро,یورو,يورو,1,12,Das Buch kostet zehn Euro.
147,A2,6,waehrungen,sub,Cent,der,,Noun,,,cent,cent,цент,цент,سنت,سنت,1,12,Das Brötchen kostet fünfzig Cent.
148,A2,6,waehrungen,main,Franken,der,-,Noun,,,franc (Swiss),Frank,франк (швейцарский),франк (швейцарський),فرانک (سوئیس),فرنك (سويسري),6,12,Das Hotel kostet zweihundert Franken pro Nacht.
149,A2,6,waehrungen,sub,Rappen,der,-,Noun,,,rappen (Swiss cent),rappen,раппен (швейцарский цент),раппен,راپن (سنت سوئیس),راپن (سنت سويسري),8,12,Der Preis beträgt drei Franken und fünfzig Rappen.
150,A2,6,masse,main,Meter,der,,Noun,,,meter,metre,метр,метр,متر,متر,2,1,Das Zimmer ist fünf Meter lang.
151,A2,6,masse,sub,Zentimeter,der,,Noun,,,centimeter,santimetre,сантиметр,сантиметр,سانتی‌متر,سنتيمتر,7,1,Das Kind ist zehn Zentimeter gewachsen.
152,A2,6,masse,main,Kilometer,der,,Noun,,,kilometer,kilometre,километр,кілометр,کیلومتر,كيلومتر,7,1,Der Bahnhof ist zwei Kilometer entfernt.
153,A2,6,masse,main,Prozent,das,,Noun,,,percent,yüzde,процент,відсоток,درصد,بالمئة,6,1,Zwanzig Prozent der Schüler kommen zu spät.
154,A2,6,masse,main,Liter,der,,Noun,,,liter,litre,литр,літр,لیتر,لتر,5,1,Ich brauche zwei Liter Wasser für das Rezept.
155,A2,6,masse,main,Gramm,das,,Noun,,,gram,gram,грамм,грам,گرم,غرام,5,1,Ich brauche zweihundert Gramm Mehl.
156,A2,6,masse,sub,Kilogramm,das,,Noun,,,kilogram,kilogram,килограмм,кілограм,کیلوگرم,كيلوغرام,7,1,Das Paket wiegt fünf Kilogramm.
157,A2,6,masse,main,Grad,der,,Noun,,,degree,derece,градус,градус,درجه,درجة,4,1,Heute sind es dreißig Grad Celsius.
158,A2,6,schule,section_title,Schule,die,-n,Noun,,,school,okul,школа,школа,مدرسه,مدرسة,1,9,Meine Kinder gehen in die Schule.
159,A2,6,schule,section_title,Schulfach,das,¨-er,Noun,,,school subject,ders,школьный предмет,шкільний предмет,درس / موضوع درسی,مادة دراسية,9,9,Deutsch ist mein Lieblingsschulfach.
160,A2,6,schule,main,Abitur,das,,Noun,,,Abitur (university entrance exam),lise bitirme sınavı,абитур (экзамен для поступления в вуз),Abitur (іспит для вступу до університету),آبیتور (امتحان ورود به دانشگاه),أبيتور (امتحان الثانوية العامة / شهادة القبول الجامعي),8,9,Nach dem Abitur möchte ich studieren.
161,A2,6,schule,main,Direktor,der,-en,Noun,,,headmaster / principal,müdür,директор школы / директор,директор школи,مدیر (مدرسه),مدير (مذكر),6,9,Der Direktor spricht mit den Eltern.
162,A2,6,schule,main,Hausaufgabe,die,-n,Noun,,,homework,ödev,домашнее задание,домашнє завдання,تکلیف خانه,واجب منزلي,10,9,Ich mache meine Hausaufgaben nach dem Mittagessen.
163,A2,6,schule,main,Klasse,die,-n,Noun,,,class / grade,sınıf,класс,клас,کلاس / پایه,صف / درجة دراسية,3,9,Ich bin in der dritten Klasse.
164,A2,6,schule,main,Klassenfahrt,die,-en,Noun,,,school trip,okul gezisi,школьная поездка,шкільна поїздка,گردش مدرسه,رحلة مدرسية,10,9,Wir machen eine Klassenfahrt nach Berlin.
165,A2,6,schule,main,Sekretariat,das,-e,Noun,,,secretary's office,sekreterlik,секретариат,секретаріат,دفتر منشی,مكتب السكرتارية,10,9,Das Sekretariat ist im Erdgeschoss.
166,A2,6,schule,main,Stundenplan,der,¨-e,Noun,,,timetable / schedule,ders programı,расписание / график,розклад,برنامه درسی,جدول الحصص / جدول المواعيد,10,9,Ich schaue täglich auf meinen Stundenplan.
167,A2,6,schule,main,Biologie,,,Noun,,,biology,biyoloji,биология,біологія,زیست‌شناسی,علم الأحياء,6,9,Ich habe montags Biologie.
168,A2,6,schule,main,Chemie,,,Noun,,,chemistry,kimya,химия,хімія,شیمی,الكيمياء,5,9,Chemie ist ein schwieriges Fach.
169,A2,6,schule,main,Deutsch,,,Noun,,,German (language,Almanca,немецкий язык,німецька мова,زبان آلمانی,اللغة الألمانية,3,9,Ich lerne Deutsch seit zwei Jahren.
170,A2,6,schule,main,Englisch,,,Noun,,,English (language),İngilizce,английский язык,англійська мова,زبان انگلیسی,اللغة الإنجليزية,3,9,Ich spreche gut Englisch.
171,A2,6,schule,main,Französisch,,,Noun,,,French (language),Fransızca,французский язык,французька мова,زبان فرانسوی,اللغة الفرنسية,7,9,Ich lerne Französisch in der Schule.
172,A2,6,schule,main,Geografie,,,Noun,,,geography,coğrafya,география,географія,جغرافیا,الجغرافيا,7,9,In Geografie lernen wir über Länder und Städte.
173,A2,6,schule,main,Geschichte,,,Noun,,,history,tarih,история,історія,تاریخ,التاريخ,7,9,Geschichte ist mein Lieblingsschulfach.
174,A2,6,schule,main,Kunst,die,,Noun,,,art,resim / sanat,искусство,мистецтво,هنر,الفن,2,9,Ich male gern in der Kunststunde.
175,A2,6,schule,main,Latein,,,Noun,,,Latin,Latince,латынь,латина,لاتین,اللاتينية,8,9,Latein ist eine alte Sprache.
176,A2,6,schule,main,Mathematik,,,Noun,,,mathematics,matematik,математика,математика,ریاضیات,الرياضيات,7,9,Wir rechnen jeden Tag in Mathematik.
177,A2,6,schule,main,Musik,die,,Noun,,,music,müzik,музыка,музика,موسیقی,الموسيقى,2,9,Ich spiele Gitarre im Musikunterricht.
178,A2,6,schule,main,Physik,,,Noun,,,physics,fizik,физика,фізика,فیزیک,الفيزياء,5,9,Physik ist ein schwieriges Fach.
179,A2,6,schule,main,Religion,die,-en,Noun,,,religion,din,религия,релігія,دین / مذهب,الدين,6,9,In der Religionsstunde sprechen wir über verschiedene Kulturen.
180,A2,6,schule,main,Sozialkunde,,,Noun,,,social studies / civics,sosyal bilgiler,обществознание / граждановедение,суспільствознавство,علوم اجتماعی,الدراسات الاجتماعية / التربية الوطنية,10,9,In Sozialkunde lernen wir über Politik.
181,A2,6,schule,main,Sport,der,,Noun,,,PE / sports,beden eğitimi / spor,физкультура / спорт,фізкультура / спорт,ورزش / تربیت بدنی,التربية البدنية / الرياضة,2,9,Sport ist mein Lieblingsschulfach.
182,A2,6,feiertage,section_title,Feiertag,der,-e,Noun,,,public holiday,resmi tatil,государственный праздник,державне свято,تعطیل رسمی,عطلة رسمية,6,2,Der erste Mai ist ein Feiertag in Deutschland.
183,A2,6,feiertage,main,Karneval,der,,Noun,,,carnival,karnaval,карнавал,карнавал,کارناوال,كرنفال,6,2,Im Karneval tragen die Leute lustige Kostüme.
184,A2,6,feiertage,main,Ostern,,,Noun,,,Easter,Paskalya,Пасха,Великдень,عید پاک,عيد الفصح,5,2,Zu Ostern essen wir Schokolade und Eier.
185,A2,6,feiertage,main,Weihnachten,,,Noun,,,Christmas,Noel,Рождество,Різдво,کریسمس,عيد الميلاد,7,2,Zu Weihnachten bekomme ich Geschenke.
186,A2,6,feiertage,main,Neujahr,das,,Noun,,,New Year,Yeni Yıl,Новый год,Новий рік,سال نو,رأس السنة الجديدة,6,2,Am Neujahr feiern wir mit Freunden.
187,A2,6,feiertage,main,Silvester,,,Noun,,,New Year's Eve,Yılbaşı gecesi,канун Нового года,канун Нового року,شب سال نو,ليلة رأس السنة,7,2,An Silvester gibt es viel Feuerwerk.
188,A2,6,jahreszeiten,section_title,Jahreszeit,die,-en,Noun,,,season,mevsim,время года,пора року,فصل,فصل من فصول السنة,10,2,Meine Lieblingsjahreszeit ist der Frühling.
189,A2,6,jahreszeiten,main,Frühling,der,,Noun,,,spring,ilkbahar,весна,весна,بهار,الربيع,6,2,Im Frühling blühen die Blumen.
190,A2,6,jahreszeiten,sub,Frühjahr,das,,Noun,,,spring (early),ilkbahar (erken),ранняя весна,рання весна,اوایل بهار,أوائل الربيع,6,2,Im Frühjahr wird es langsam wärmer.
191,A2,6,jahreszeiten,main,Sommer,der,,Noun,,,summer,yaz,лето,літо,تابستان,الصيف,1,2,Im Sommer fahren wir ans Meer.
192,A2,6,jahreszeiten,main,Herbst,der,,Noun,,,autumn / fall,sonbahar,осень,осінь,پاییز,الخريف,5,2,Im Herbst fallen die Blätter von den Bäumen.
193,A2,6,jahreszeiten,main,Winter,der,,Noun,,,winter,kış,зима,зима,زمستان,الشتاء,1,2,Im Winter liegt viel Schnee bei uns.
194,A2,6,monat,section_title,Monat,der,-e,Noun,,,month,ay,месяц,місяць,ماه,شهر,5,2,Ein Jahr hat zwölf Monate.
195,A2,6,monat,main,Januar,der,,Noun,,,January,Ocak,январь,січень,ژانویه,يناير,5,2,Im Januar ist es oft sehr kalt.
196,A2,6,monat,main,Februar,der,,Noun,,,February,Şubat,февраль,лютий,فوریه,فبراير,8,2,Im Februar feiern wir Karneval.
197,A2,6,monat,main,März,der,,Noun,,,March,Mart,март,березень,مارس,مارس,1,2,Im März beginnt der Frühling.
198,A2,6,monat,main,April,der,,Noun,,,April,Nisan,апрель,квітень,آوریل,أبريل,2,2,Im April regnet es oft.
199,A2,6,monat,main,Mai,der,,Noun,,,May,Mayıs,май,травень,مه,مايو,1,2,Im Mai blühen die Blumen.
200,A2,6,monat,main,Juni,der,,Noun,,,June,Haziran,июнь,червень,ژوئن,يونيو,1,2,Im Juni beginnen die Sommerferien.
201,A2,6,monat,main,Juli,der,,Noun,,,July,Temmuz,июль,липень,ژوئیه,يوليو,1,2,Im Juli fahren wir in den Urlaub.
202,A2,6,monat,main,August,der,,Noun,,,August,Ağustos,август,серпень,اوت,أغسطس,3,2,Im August ist es am heißesten.
203,A2,6,monat,main,September,der,,Noun,,,September,Eylül,сентябрь,вересень,سپتامبر,سبتمبر,7,2,Im September beginnt die Schule wieder.
204,A2,6,monat,main,Oktober,der,,Noun,,,October,Ekim,октябрь,жовтень,اکتبر,أكتوبر,6,2,Im Oktober sind die Blätter bunt.
205,A2,6,monat,main,November,der,,Noun,,,November,Kasım,ноябрь,листопад,نوامبر,نوفمبر,6,2,Im November ist es oft neblig.
206,A2,6,monat,main,Dezember,der,,Noun,,,December,Aralık,декабрь,грудень,دسامبر,ديسمبر,9,2,Im Dezember feiern wir Weihnachten.
207,A2,6,tageszeiten,section_title,Tageszeit,die,-en,Noun,,,time of day,günün zamanı,время суток,час доби,وقت روز,وقت من اليوم,9,2,Der Abend ist meine liebste Tageszeit.
208,A2,6,tageszeiten,main,Tag,der,-e,Noun,,,day,gün,день,день,روز,يوم,1,1,Ich lerne jeden Tag neue Wörter.
209,A2,6,tageszeiten,main,Morgen,der,-,Noun,,,morning,sabah,утро,ранок,صبح,الصباح,1,2,Am Morgen trinke ich Kaffee.
210,A2,6,tageszeiten,main,Vormittag,der,-e,Noun,,,late morning,öğleden önce,позднее утро,пізній ранок,پیش از ظهر,الضحى / قبيل الظهر,9,2,Am Vormittag gehe ich einkaufen.
211,A2,6,tageszeiten,main,Mittag,der,-e,Noun,,,noon / midday,öğle,полдень / середина дня,полудень,ظهر,الظهر / منتصف النهار,5,2,Um Mittag esse ich zusammen mit Kollegen.
212,A2,6,tageszeiten,main,Nachmittag,der,-e,Noun,,,afternoon,öğleden sonra,после полудня,післяобідній час,بعد از ظهر,بعد الظهر,10,2,Am Nachmittag mache ich Sport.
213,A2,6,tageszeiten,main,Abend,der,-e,Noun,,,evening,akşam,вечер,вечір,عصر,مساء,1,2,Am Abend sehe ich gern fern.
214,A2,6,tageszeiten,main,Nacht,die,¨-e,Noun,,,night,gece,ночь,ніч,شب,ليل,1,2,In der Nacht schlafe ich gut.
215,A2,6,tageszeiten,main,Mitternacht,die,,Noun,,,midnight,gece yarısı,полночь,опівніч,نیمه‌شب,منتصف الليل,10,2,Um Mitternacht beginnt das neue Jahr.
216,A2,6,tageszeiten,main,täglich,,,Adverb,,,daily,günlük,ежедневно,щодня,روزانه,يومياً,6,2,Ich lerne täglich eine Stunde Deutsch.
217,A2,6,tageszeiten,main,tagsüber,,,Adverb,,,during the day,gün boyunca,днём,вдень,در طول روز,خلال النهار,6,2,Tagsüber arbeite ich im Büro.
218,A2,6,tageszeiten,main,morgens,,,Adverb,,,in the morning,sabahları,по утрам,вранці,صبح‌ها,في الصباح,6,2,Morgens trinke ich immer Kaffee.
219,A2,6,tageszeiten,main,vormittags,,,Adverb,,,in the late morning,öğleden önce,поздним утром,пізно вранці,پیش از ظهرها,في الضحى,10,2,Vormittags habe ich meistens Unterricht.
220,A2,6,tageszeiten,main,mittags,,,Adverb,,,at noon,öğle vakti,в полдень,опівдні,ظهرها,عند الظهر,6,2,Mittags esse ich in der Kantine.
221,A2,6,tageszeiten,main,nachmittags,,,Adverb,,,in the afternoon,öğleden sonraları,после обеда / во второй половине дня,по обіді,بعد از ظهرها,في فترة بعد الظهر,10,2,Nachmittags mache ich Sport.
222,A2,6,tageszeiten,main,abends,,,Adverb,,,in the evening,akşamları,по вечерам,увечері,عصرها,في المساء,5,2,Abends lese ich ein Buch.
223,A2,6,tageszeiten,main,nachts,,,Adverb,,,at night,geceleri,ночью,вночі,شب‌ها,في الليل,5,2,Nachts schläft die ganze Familie.
224,A2,7,zahlen,section_title,Zahlen,,,Noun,,,numbers,sayılar,числа,числа,اعداد,أرقام,3,1,Ich lerne die Zahlen auf Deutsch.
225,A2,7,zahlen,main,eins,,,Number,,,one,bir,один,один,یک,واحد,1,1,Ich habe nur einen Bruder.
226,A2,7,zahlen,main,zwei,,,Number,,,two,iki,два,два,دو,اثنان,1,1,Wir haben zwei Kinder.
227,A2,7,zahlen,main,drei,,,Number,,,three,üç,три,три,سه,ثلاثة,1,1,Ich bestelle drei Kaffee.
228,A2,7,zahlen,main,vier,,,Number,,,four,dört,четыре,чотири,چهار,أربعة,1,1,Er ist vier Jahre alt.
229,A2,7,zahlen,main,fünf,,,Number,,,five,beş,пять,п'ять,پنج,خمسة,1,1,Das Ticket kostet fünf Euro.
230,A2,7,zahlen,main,sechs,,,Number,,,six,altı,шесть,шість,شش,ستة,2,1,Es sind sechs Personen am Tisch.
231,A2,7,zahlen,main,sieben,,,Number,,,seven,yedi,семь,сім,هفت,سبعة,3,1,Der Zug fährt um sieben Uhr ab.
232,A2,7,zahlen,main,acht,,,Number,,,eight,sekiz,восемь,вісім,هشت,ثمانية,1,1,Ich warte schon acht Minuten.
233,A2,7,zahlen,main,neun,,,Number,,,nine,dokuz,девять,дев'ять,نه,تسعة,1,1,Das Konzert beginnt um neun Uhr.
234,A2,7,zahlen,main,zehn,,,Number,,,ten,on,десять,десять,ده,عشرة,1,1,Er wohnt zehn Minuten von hier.
235,A2,7,zahlen,main,elf,,,Number,,,eleven,on bir,одиннадцать,одинадцять,یازده,أحد عشر,1,1,Es sind elf Schüler in der Klasse.
236,A2,7,zahlen,main,zwölf,,,Number,,,twelve,on iki,двенадцать,дванадцять,دوازده,اثنا عشر,2,1,Es gibt zwölf Monate im Jahr.
